,title,price,link
78,"HP Pavilion 14, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, FPR, 720p HD camera, Backlit KB (Win 11, MSO 2021, Silver, 1.41 kg), dv2014TU  ","61,990",https://amazon.in//HP-Pavilion-Micro-Edge-Graphics-14-dv2014TU/dp/B0B1M9HYBT/ref=sr_1_148?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-148
79,"Apple MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey  ","73,990",https://amazon.in//Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_18?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.MPfRRWvR1zv8cS4EMt5RBaNu69b4O1sNkIk9bvdoBdhAAbN6K0HiTrJeNhh7vO-K_NjOUfEDq-nniBb60kQVPCWf7rLCzE1c7Mh3c4PWNH1cTw096kyElRAwvJKA07g5SjSeFQAoR30Oah4pRlLGYWPIcGq7p7ewpjpSq1kHLxsP2MKXzaPA_r1xu3Nz5q6uIp8DebOUpK8fr5SNivQxfl6NVjiVZHGWSkOf5k5i6E8.pDF8CDLmr9A-IPIyc0dykign7YsSoKmxXhRImJH2QFY&dib_tag=se&keywords=laptop&qid=1724867672&sprefix=laptop%2Caps%2C271&sr=8-18
80,"Lenovo V14 Intel Core i3 12th Gen 14"" (35.56 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.43 kg), 82TSA01KIH  ","30,000",https://amazon.in//Lenovo-1920x1080-Antiglare-Laptop-82TSA01KIH/dp/B0C66685GZ/ref=sr_1_149?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-149
81,"Lenovo IdeaPad 1 AMD Athlon Silver 7120U 15.6"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Year Warranty/MS Office/Cloud Grey/1.58Kg), 82VG00EQIN  ","27,990",https://amazon.in//Lenovo-IdeaPad-Windows-Warranty-82VG00EQIN/dp/B0CN18M8CM/ref=sr_1_150?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-150
82,"HP 15s, 12th Gen Intel Core i5 16GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Win 11/Intel Iris Xe Graphics/Dual Speakers/Alexa/Backlit KB/MSO/Fast Charge, 15s- fq5112TU  ","50,400",https://amazon.in//HP-Micro-Edge-Anti-Glare-15s-fq5112TU/dp/B0B6F6HN37/ref=sr_1_151?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-151
83,"HP 15s 12th Gen Intel Core i5 1235U, 15.6-inch(39.6 cm) FHD, Anti-Glare Laptop (8GB/512 GB/Intel Iris Xᵉ Graphics/Win 11/Dual Speakers/Backlit KB/ 1.69kg/Natural Silver, 15s-fr5010TU  ","47,006",https://amazon.in//HP-15-6-inch-Anti-Glare-Graphics-15s-fr5010TU/dp/B0CRF1BYX9/ref=sr_1_152?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-152
84,"ASUS Vivobook Go 15 (2023), Intel Core i3-N305, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Backlit KB/Silver/1.63 kg), E1504GA-NJ321WS  ","33,769",https://amazon.in//ASUS-Vivobook-Integrated-Graphics-E1504GA-NJ321WS/dp/B0C1GGZYS5/ref=sr_1_153?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-153
85,"HP 250 G9 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 7M657PA Thin and Light Laptop (15.6 inch, Silver, 2.3 kg)  ","32,990",https://amazon.in//HP-Intel-Core-12th-1215U/dp/B0CKHWTWSZ/ref=sr_1_154?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-154
86,"Dell 15 Laptop, 13th Gen Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/15.6"" (39.62cm) FHD AG 120Hz 250 nits Narrow Border/ Win11 + MSO'21/15 Month McAfee/Carbon Black/Thin & Light- 1.66kg  ","51,890",https://amazon.in//Dell-Laptop-i5-1335U-Processor-39-62cm/dp/B0CCSMVFWS/ref=sr_1_155?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-155
87,"HP Laptop 14s, 12th Gen Intel Core i3-1215U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.46 kg), dy5008TU  ","36,990",https://amazon.in//HP-i3-1215U-Graphics-Speakers-dy5008TU/dp/B0BZS88YPT/ref=sr_1_156?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-156
88,"MSI Thin A15, AMD 7th Gen. Ryzen 5 7535HS, 40CM Gaming Laptop(8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 2050, 4GB GDDR6/Cosmos Gray/1.86Kg), B7UCX-216IN  ","47,990",https://amazon.in//MSI-7535HS-Windows-GeForce-B7UCX-216IN/dp/B0D2HZV716/ref=sr_1_157?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-157
89,"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/512GB SSD/4GB RTX 2050 Graphics/60Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG  ","52,990",https://amazon.in//Acer-Graphics-Win11Home-AL15G-52-39-62cm/dp/B0D32SKB4C/ref=sr_1_158?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-158
90,"ASUS Vivobook Go 15, Intel Celeron N4500, 15.6""(39.62cm) FHD 16:9 60 Hz, Thin & Light Laptop (8GB RAM/512 SSD/Intel HD Graphics/Win 11/Office 2021/Fingerprint Sensor/Star Black/1.57 Kg),E510KA-EJ011WS  ","26,990",https://amazon.in//ASUS-Vivobook-Intel-Celeron-39-62cm/dp/B0D81DRTXQ/ref=sr_1_19?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.MPfRRWvR1zv8cS4EMt5RBaNu69b4O1sNkIk9bvdoBdhAAbN6K0HiTrJeNhh7vO-K_NjOUfEDq-nniBb60kQVPCWf7rLCzE1c7Mh3c4PWNH1cTw096kyElRAwvJKA07g5SjSeFQAoR30Oah4pRlLGYWPIcGq7p7ewpjpSq1kHLxsP2MKXzaPA_r1xu3Nz5q6uIp8DebOUpK8fr5SNivQxfl6NVjiVZHGWSkOf5k5i6E8.pDF8CDLmr9A-IPIyc0dykign7YsSoKmxXhRImJH2QFY&dib_tag=se&keywords=laptop&qid=1724867672&sprefix=laptop%2Caps%2C271&sr=8-19
91,"HP OMEN Gaming Laptop, 14th Gen Intel Core i7-14650HX, 8GB RTX 4060 GPU, 16.1-inch (40.9 cm), FHD, IPS, 144Hz, 300 nits, 16GB DDR5, 1TB SSD, Backlit KB, B&O (MSO, Black, 2.32 kg), wf1096TX/wf1102TX  ","1,35,490",https://amazon.in//HP-i7-14650HX-16-1-inch-wf1096TX-wf1102TX/dp/B0D1YL72Y6/ref=sr_1_159?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-159
92,"HP Pavilion 15, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon graphics, FPR, 720p HD camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1147AU  ","56,990",https://amazon.in//HP-Pavilion-15-6-inch-graphics-eh1147AU/dp/B0CTHYJH41/ref=sr_1_160?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-160
93,"Dell Inspiron 3520 Laptop, Intel Core i3-1215U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD, Backlit KB, Win 11 + MSO'21, 15 Month McAfee Antivirus, Silver, 1.65kg  ","38,990",https://amazon.in//Dell-Inspiron-3520-Processor-Antivirus/dp/B0CJJZNY4L/ref=sr_1_161?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-161
94,"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.41 kg), 21JRS00T00  ","47,029",https://amazon.in//Lenovo-ThinkPad-Graphics-Keyboard-21JRS00T00/dp/B0C7J16NYC/ref=sr_1_162?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.onpYLUKMSJauQaO-5ltEEiPc-mVI7VRL3U-DIOMEkZHmKuXc7Eu6rZFdOtouy665pk6sOpD3s-sVtFcAhvE5KLpUS1umyxCjLXfipL1lg7lAwM05s_jjxq0d2ReLzwHu54nNyypd77SrCf0_HPZbaH6uVc_L82VoIQXW_NILZ1RiS7hMn6NirY79T7Q7vt5paPQxevX6qVSQdADm6IT6NmFfb9s6pecMFdaV1z2sbg4.drnIZMkLujRZJrzbW-mrWoEoBYC2b916OsOIsqCIaBY&dib_tag=se&keywords=laptop&qid=1724867727&sprefix=laptop%2Caps%2C271&sr=8-162
95,"(Refurbished) Fujitsu Laptop H770 Intel Core i7-7th Gen Xeon E3-1505M V6 @ 3.0 Ghz Processor4GB Nvidia Quadro M2200 Graphic (8GB RAM/128GB SSD/15.6"" FHD (1080p)/Win 10/BT/ Numeric Keypad/ Silver)  ","24,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NzExODcxNTIwMjYxMjc2OjE3MjQ4Njc3MzE6c3BfYXRmX25leHQ6MzAwMjg2MzcwMTc1ODMyOjowOjo&url=%2FRefurbished-Fujitsu-E3-1505M-Processor4GB-Graphic%2Fdp%2FB0DC463T7N%2Fref%3Dsr_1_161_sspa%3Fcrid%3D17B5S1XE7R3NU%26dib%3DeyJ2IjoiMSJ9.J3X_7QAG9ElNaS_I0hZLIaJ5DVDCifz5NRST6pLXz8rFc_d6y9cyTRXk3QydOaJQvcFVUrjmNaNo-6U33Zgm7Q6sGnlbZZrWiQsmww2KvFdB5KVqtyXM9bnggDOI-gamzSk3di4fSlvH5zrJVHgXl6Mg59E8Mrc85wTxjtZITK0u38RUWjdeKBt0j8O_zeRVuv-3WLgE758TBDwMfAhbjGIxRGCWrVlMV8JmvKV4JRo.Bq4bAjrTqiZZ5zZH5irFcLi5geMndcppmOEdCtqa0cA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724867731%26sprefix%3Dlaptop%252Caps%252C271%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
96,"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 4 GB Ram & 2TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","57,790",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NzExODcxNTIwMjYxMjc2OjE3MjQ4Njc3MzE6c3BfYXRmX25leHQ6MzAwMTQ4NTM0ODc1MTMyOjowOjo&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXDFN6T%2Fref%3Dsr_1_162_sspa%3Fcrid%3D17B5S1XE7R3NU%26dib%3DeyJ2IjoiMSJ9.J3X_7QAG9ElNaS_I0hZLIaJ5DVDCifz5NRST6pLXz8rFc_d6y9cyTRXk3QydOaJQvcFVUrjmNaNo-6U33Zgm7Q6sGnlbZZrWiQsmww2KvFdB5KVqtyXM9bnggDOI-gamzSk3di4fSlvH5zrJVHgXl6Mg59E8Mrc85wTxjtZITK0u38RUWjdeKBt0j8O_zeRVuv-3WLgE758TBDwMfAhbjGIxRGCWrVlMV8JmvKV4JRo.Bq4bAjrTqiZZ5zZH5irFcLi5geMndcppmOEdCtqa0cA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724867731%26sprefix%3Dlaptop%252Caps%252C271%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
97,"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg  ","40,511",https://amazon.in//Dell-Inspiron-3530-i3-1305U-Comfortview/dp/B0C4ZM63RP/ref=sr_1_163?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.J3X_7QAG9ElNaS_I0hZLIaJ5DVDCifz5NRST6pLXz8rFc_d6y9cyTRXk3QydOaJQvcFVUrjmNaNo-6U33Zgm7Q6sGnlbZZrWiQsmww2KvFdB5KVqtyXM9bnggDOI-gamzSk3di4fSlvH5zrJVHgXl6Mg59E8Mrc85wTxjtZITK0u38RUWjdeKBt0j8O_zeRVuv-3WLgE758TBDwMfAhbjGIxRGCWrVlMV8JmvKV4JRo.Bq4bAjrTqiZZ5zZH5irFcLi5geMndcppmOEdCtqa0cA&dib_tag=se&keywords=laptop&qid=1724867731&sprefix=laptop%2Caps%2C271&sr=8-163
98,"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/8 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ","32,990",https://amazon.in//Acer-i3-1215U-Premium-Windows-AL15-52/dp/B0CKLN7PSZ/ref=sr_1_164?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.J3X_7QAG9ElNaS_I0hZLIaJ5DVDCifz5NRST6pLXz8rFc_d6y9cyTRXk3QydOaJQvcFVUrjmNaNo-6U33Zgm7Q6sGnlbZZrWiQsmww2KvFdB5KVqtyXM9bnggDOI-gamzSk3di4fSlvH5zrJVHgXl6Mg59E8Mrc85wTxjtZITK0u38RUWjdeKBt0j8O_zeRVuv-3WLgE758TBDwMfAhbjGIxRGCWrVlMV8JmvKV4JRo.Bq4bAjrTqiZZ5zZH5irFcLi5geMndcppmOEdCtqa0cA&dib_tag=se&keywords=laptop&qid=1724867731&sprefix=laptop%2Caps%2C271&sr=8-164
99,"Lenovo IdeaPad Flex 5 12th Gen Intel Core i5-1235U 14""(35.56cm) WUXGA IPS 2-in-1 Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/Fingerprint/FHD Camera/Alexa/3 mon Game Pass/Grey/1.5Kg), 82R700JJIN  ","64,490",https://amazon.in//Lenovo-IdeaPad-i5-1235U-Fingerprint-82R70069IN/dp/B0B7RZCVLC/ref=sr_1_165?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.J3X_7QAG9ElNaS_I0hZLIaJ5DVDCifz5NRST6pLXz8rFc_d6y9cyTRXk3QydOaJQvcFVUrjmNaNo-6U33Zgm7Q6sGnlbZZrWiQsmww2KvFdB5KVqtyXM9bnggDOI-gamzSk3di4fSlvH5zrJVHgXl6Mg59E8Mrc85wTxjtZITK0u38RUWjdeKBt0j8O_zeRVuv-3WLgE758TBDwMfAhbjGIxRGCWrVlMV8JmvKV4JRo.Bq4bAjrTqiZZ5zZH5irFcLi5geMndcppmOEdCtqa0cA&dib_tag=se&keywords=laptop&qid=1724867731&sprefix=laptop%2Caps%2C271&sr=8-165
100,"Dell Inspiron 3530 Laptop, 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB, 15.6"" (39.62cm) FHD 120Hz Display, Backlit KB, Win 11 + MSO'21, 15 Month McAfee, Silver, Thin & Light-1.62kg  ","69,990",https://amazon.in//Dell-Inspiron-3530-i7-1355U-Processor/dp/B0CJK111K3/ref=sr_1_166?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.J3X_7QAG9ElNaS_I0hZLIaJ5DVDCifz5NRST6pLXz8rFc_d6y9cyTRXk3QydOaJQvcFVUrjmNaNo-6U33Zgm7Q6sGnlbZZrWiQsmww2KvFdB5KVqtyXM9bnggDOI-gamzSk3di4fSlvH5zrJVHgXl6Mg59E8Mrc85wTxjtZITK0u38RUWjdeKBt0j8O_zeRVuv-3WLgE758TBDwMfAhbjGIxRGCWrVlMV8JmvKV4JRo.Bq4bAjrTqiZZ5zZH5irFcLi5geMndcppmOEdCtqa0cA&dib_tag=se&keywords=laptop&qid=1724867731&sprefix=laptop%2Caps%2C271&sr=8-166
101,"HP Laptop 15s, Intel Celeron N4500, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, 720p HD Camera, Thin & Light, Dual Speakers (Win 11, Black, 1.65 kg), fq3066TU  ","28,490",https://amazon.in//HP-15-6-inch-Micro-Edge-Graphics-15s-fq3066TU/dp/B0CJC7S45V/ref=sr_1_20?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.MPfRRWvR1zv8cS4EMt5RBaNu69b4O1sNkIk9bvdoBdhAAbN6K0HiTrJeNhh7vO-K_NjOUfEDq-nniBb60kQVPCWf7rLCzE1c7Mh3c4PWNH1cTw096kyElRAwvJKA07g5SjSeFQAoR30Oah4pRlLGYWPIcGq7p7ewpjpSq1kHLxsP2MKXzaPA_r1xu3Nz5q6uIp8DebOUpK8fr5SNivQxfl6NVjiVZHGWSkOf5k5i6E8.pDF8CDLmr9A-IPIyc0dykign7YsSoKmxXhRImJH2QFY&dib_tag=se&keywords=laptop&qid=1724867672&sprefix=laptop%2Caps%2C271&sr=8-20
102,"Lenovo V15 Intel Core i3 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1Y Onsite + 1Y ADP/1.7 kg), 82TTA00UIH  ","32,048",https://amazon.in//Lenovo-82TTA01UIH-Laptop-i3-1215U-Warranty/dp/B0C3Y7FSFC/ref=sr_1_167?crid=17B5S1XE7R3NU&dib=eyJ2IjoiMSJ9.J3X_7QAG9ElNaS_I0hZLIaJ5DVDCifz5NRST6pLXz8rFc_d6y9cyTRXk3QydOaJQvcFVUrjmNaNo-6U33Zgm7Q6sGnlbZZrWiQsmww2KvFdB5KVqtyXM9bnggDOI-gamzSk3di4fSlvH5zrJVHgXl6Mg59E8Mrc85wTxjtZITK0u38RUWjdeKBt0j8O_zeRVuv-3WLgE758TBDwMfAhbjGIxRGCWrVlMV8JmvKV4JRo.Bq4bAjrTqiZZ5zZH5irFcLi5geMndcppmOEdCtqa0cA&dib_tag=se&keywords=laptop&qid=1724867731&sprefix=laptop%2Caps%2C271&sr=8-167
